name,latitude,longitude,都道府県,市区町村,住所,ポケモン,画像URL,詳細URL,manhole_no
長崎県/長崎市（デンリュウ・トゲピー・キャモメ）,32.753712,129.86735,長崎県,長崎市,長崎県長崎市尾上町5-6,デンリュウ・トゲピー・キャモメ,https://local.pokemon.jp/img/p/manhole/8a66b9b0f3d34972338794fc1b07dacd_l.png,https://local.pokemon.jp/manhole/desc/354/,354
長崎県/佐世保市（デンリュウ・キモリ・ドレディア）,33.163987,129.724169,長崎県,佐世保市,長崎県佐世保市新港町3,デンリュウ・キモリ・ドレディア,https://local.pokemon.jp/img/p/manhole/6440346e37eff89ad1803987d49c5289_l.png,https://local.pokemon.jp/manhole/desc/355/,355
長崎県/大村市（デンリュウ）,32.933111,129.958278,長崎県,大村市,長崎県大村市植松3丁目135-5,デンリュウ,https://local.pokemon.jp/img/p/manhole/fd830fce9e6898daa219f632addce1a8_l.png,https://local.pokemon.jp/manhole/desc/356/,356
長崎県/雲仙市（デンリュウ・コータス・バクーダ）,32.74085,130.261106,長崎県,雲仙市,長崎県雲仙市小浜町雲仙320-18,デンリュウ・コータス・バクーダ,https://local.pokemon.jp/img/p/manhole/5b656d359478392214ecfa0fdfbd1cb6_l.png,https://local.pokemon.jp/manhole/desc/357/,357
長崎県/新上五島町（デンリュウ・イルカマン）,32.986402,129.112745,長崎県,新上五島町,長崎県新上五島町有川郷578-36,デンリュウ・イルカマン,https://local.pokemon.jp/img/p/manhole/2f09d6ddf8f545c9a622b7365735839f_l.png,https://local.pokemon.jp/manhole/desc/358/,358
岐阜県/各務原市（ナマズン・ドジョッチ）,35.37067,136.807773,岐阜県,各務原市,岐阜県各務原市川島笠田町1569-1,ナマズン・ドジョッチ,https://local.pokemon.jp/img/p/manhole/9b3860d131b58b6066c6d4237d0cdb6b_l.png,https://local.pokemon.jp/manhole/desc/359/,359
岐阜県/下呂市（ガマゲロゲ・ガマガル・オタマロ）,35.807771,137.242963,岐阜県,下呂市,岐阜県下呂市森1075-1,ガマゲロゲ・ガマガル・オタマロ,https://local.pokemon.jp/img/p/manhole/61f691b88819240129496347dde2c36b_l.png,https://local.pokemon.jp/manhole/desc/360/,360
岐阜県/関市（ウッウ）,35.490472,136.91225,岐阜県,関市,岐阜県関市東桜町8-1,ウッウ,https://local.pokemon.jp/img/p/manhole/e2886e52fc662f5a6a64616a5355b250_l.png,https://local.pokemon.jp/manhole/desc/361/,361
岐阜県/関ケ原町（ドドゲザン・コマタナ）,35.36402,136.46842,岐阜県,関ケ原町,岐阜県関ケ原町大字関ケ原894-95,ドドゲザン・コマタナ,https://local.pokemon.jp/img/p/manhole/e417eecf891ba9e041c137c544a8b57a_l.png,https://local.pokemon.jp/manhole/desc/362/,362
岐阜県/高山市（ヤナップ・バオップ・ヒヤップ）,36.144911,137.257235,岐阜県,高山市,岐阜県高山市本町４－１,ヤナップ・バオップ・ヒヤップ,https://local.pokemon.jp/img/p/manhole/1a58002d4c3745b11517f8eeae645f82_l.png,https://local.pokemon.jp/manhole/desc/363/,363
福井県/大野市（カイリュー）,35.9845016,136.4859314,福井県,大野市,福井県大野市城町1-5（大手門広場内）,カイリュー,https://local.pokemon.jp/img/p/manhole/4004f0ce0f42a5ef7a83d3a2e31c2849_l.png,https://local.pokemon.jp/manhole/desc/364/,364
福井県/敦賀市（カイリュー・マッギョ）,35.661865,136.074281,福井県,敦賀市,福井県敦賀市金ケ崎町4-1,カイリュー・マッギョ,https://local.pokemon.jp/img/p/manhole/f25d208e515596f3044c613f8c221a7d_l.png,https://local.pokemon.jp/manhole/desc/365/,365
福井県/南越前町（カイリュー・バタフリー）,35.831454,136.201365,福井県,南越前町,福井県南越前町牧谷39-2-2,カイリュー・バタフリー,https://local.pokemon.jp/img/p/manhole/9dcb25b385c233d8d26af0040a30d329_l.png,https://local.pokemon.jp/manhole/desc/366/,366
福井県/小浜市（カイリュー・ココガラ）,35.494981,135.741761,福井県,小浜市,福井県小浜市小浜白鬚111-1,カイリュー・ココガラ,https://local.pokemon.jp/img/p/manhole/4d9f218970b4bfd3c8d6020a4f155050_l.png,https://local.pokemon.jp/manhole/desc/367/,367
福井県/池田町（カイリュー・ハクリュー・ミニリュウ）,35.890505,136.339213,福井県,池田町,福井県池田町池田9-6-1,カイリュー・ハクリュー・ミニリュウ,https://local.pokemon.jp/img/p/manhole/9144ea3aa592e063e8c206726ea9a5a1_l.png,https://local.pokemon.jp/manhole/desc/368/,368
福島県/会津坂下町（ラッキー・カイリキー）,37.56046,139.821186,福島県,会津坂下町,福島県会津坂下町字西南町裏甲3998番地2,ラッキー・カイリキー,https://local.pokemon.jp/img/p/manhole/0f579224c6b8b65ba3e6230a35d0401d_l.png,https://local.pokemon.jp/manhole/desc/369/,369
福島県/鏡石町（ラッキー・ミルタンク・メリープ）,37.251117,140.347153,福島県,鏡石町,福島県鏡石町中央245番地,ラッキー・ミルタンク・メリープ,https://local.pokemon.jp/img/p/manhole/80227c9271b9281cb486741200d56324_l.png,https://local.pokemon.jp/manhole/desc/370/,370
福島県/棚倉町（ラッキー・ニョロトノ・カジリガメ）,37.029237,140.387151,福島県,棚倉町,福島県棚倉町大字棚倉字城跡33-7の先,ラッキー・ニョロトノ・カジリガメ,https://local.pokemon.jp/img/p/manhole/72eb2c8e38d7e27e9a4df0d1b68f7458_l.png,https://local.pokemon.jp/manhole/desc/371/,371
福島県/湯川村（ラッキー・アブリー・ラルトス）,37.55742,139.862167,福島県,湯川村,福島県湯川村大字佐野目字五丁ノ目78-1,ラッキー・アブリー・ラルトス,https://local.pokemon.jp/img/p/manhole/8365c7bd00bdd8d2c9a777fde01d9a6d_l.png,https://local.pokemon.jp/manhole/desc/372/,372
福島県/国見町（ラッキー・ピンプク・クルマユ・タブンネ）,37.872639,140.546861,福島県,国見町,福島県国見町大字藤田字日渡二18-1,ラッキー・ピンプク・クルマユ・タブンネ,https://local.pokemon.jp/img/p/manhole/be6d25642a21e17dac465e21aa08372c_l.png,https://local.pokemon.jp/manhole/desc/373/,373
福島県/広野町（ラッキー・ヤンヤンマ）,37.23297,141.0018,福島県,広野町,福島県広野町大字下北迫字大谷地原74-1,ラッキー・ヤンヤンマ,https://local.pokemon.jp/img/p/manhole/472d481f4f93133c377f8e220abc5dca_l.png,https://local.pokemon.jp/manhole/desc/374/,374
福島県/平田村（ラッキー・カプサイジ・スコヴィラン）,37.262128,140.547538,福島県,平田村,福島県平田村大字蓬田新田字蓬田岳437,ラッキー・カプサイジ・スコヴィラン,https://local.pokemon.jp/img/p/manhole/1e873a3be5ea9c32be9dc36e0e501f99_l.png,https://local.pokemon.jp/manhole/desc/375/,375
福島県/白河市（ラッキー・ダルマッカ）,37.1296,140.212974,福島県,白河市,福島県白河市郭内,ラッキー・ダルマッカ,https://local.pokemon.jp/img/p/manhole/9f523b52954278d31137611b04cae08f_l.png,https://local.pokemon.jp/manhole/desc/376/,376
島根県/浜田市（オムスター・マッギョ）,34.88924,132.07129,島根県,浜田市,島根県浜田市原井町1203-1,オムスター・マッギョ,https://local.pokemon.jp/img/p/manhole/b394f41c1a92270caadde96879540675_l.png,https://local.pokemon.jp/manhole/desc/377/,377
島根県/出雲市（ワッカネズミ・ラブカス）,35.4330088,132.629353,島根県,出雲市,島根県出雲市大社町日御碕字秘台原山1481-2,ワッカネズミ・ラブカス,https://local.pokemon.jp/img/p/manhole/3c9c0b472e5a716415b65f5fd222035c_l.png,https://local.pokemon.jp/manhole/desc/378/,378
島根県/大田市（エルレイド・サザンドラ）,35.145782,132.413128,島根県,大田市,島根県大田市仁摩町大国42-1,エルレイド・サザンドラ,https://local.pokemon.jp/img/p/manhole/24ee50a876d722099a40bd736aa424d0_l.png,https://local.pokemon.jp/manhole/desc/379/,379
島根県/安来市（ドジョッチ・バリヤード）,35.428407,133.259012,島根県,安来市,島根県安来市安来町2093-3,ドジョッチ・バリヤード,https://local.pokemon.jp/img/p/manhole/626d7178748566491c9757ab1611d4b6_l.png,https://local.pokemon.jp/manhole/desc/380/,380
島根県/隠岐の島町（デデンネ・ミミロップ）,36.17725248,133.3302467,島根県,隠岐の島町,島根県隠岐の島町岬町1889番地12,デデンネ・ミミロップ,https://local.pokemon.jp/img/p/manhole/b9231fe3c20c2f21aa3b59fa2e15d2c9_l.png,https://local.pokemon.jp/manhole/desc/381/,381
京都府/宇治市（ピカチュウ）,34.892561,135.784525,京都府,宇治市,京都府ニンテンドーミュージアム施設内（宇治市小倉町神楽田56番地）,ピカチュウ,https://local.pokemon.jp/img/p/manhole/47baa8ef80858e014f938cb01f16ab7b_l.png,https://local.pokemon.jp/manhole/desc/382/,382
三重県/桑名市（ミジュマル・ジャランゴ・ドゴーム）,35.08304,136.703006,三重県,桑名市,三重県桑名市長島町駒江漆畑270,ミジュマル・ジャランゴ・ドゴーム,https://local.pokemon.jp/img/p/manhole/34f38b612591f542f7cde91c92431fe1_l.png,https://local.pokemon.jp/manhole/desc/383/,383
三重県/尾鷲市（ミジュマル・ニャイキング）,34.06078,136.216025,三重県,尾鷲市,三重県尾鷲市向井28,ミジュマル・ニャイキング,https://local.pokemon.jp/img/p/manhole/a9212a2a3b6d5b9347985b9ccd1beb0e_l.png,https://local.pokemon.jp/manhole/desc/384/,384
三重県/いなべ市（ミジュマル・プラスル・マイナン）,35.15788,136.51618,三重県,いなべ市,三重県いなべ市北勢町阿下喜31番地,ミジュマル・プラスル・マイナン,https://local.pokemon.jp/img/p/manhole/17c4234b2ec1619a5801f73f87742e27_l.png,https://local.pokemon.jp/manhole/desc/385/,385
三重県/菰野町（ミジュマル・メェークル・ゴーゴート）,35.019585,136.506542,三重県,菰野町,三重県菰野町大字潤田1281番地,ミジュマル・メェークル・ゴーゴート,https://local.pokemon.jp/img/p/manhole/db40a95379113f5cdffb84dc02a956e7_l.png,https://local.pokemon.jp/manhole/desc/386/,386
三重県/大紀町（ミジュマル・ランクルス・ダブラン・ミルタンク）,34.297193,136.399061,三重県,大紀町,三重県大紀町崎２１５４−１,ミジュマル・ランクルス・ダブラン・ミルタンク,https://local.pokemon.jp/img/p/manhole/f435d5251cfe91fa5532d1ab26ca47e4_l.png,https://local.pokemon.jp/manhole/desc/387/,387
三重県/紀北町（ミジュマル・ママンボウ）,34.216869,136.346376,三重県,紀北町,三重県紀北町東長島２４１０−７３,ミジュマル・ママンボウ,https://local.pokemon.jp/img/p/manhole/de7b40100ef8846319095eeda71c4089_l.png,https://local.pokemon.jp/manhole/desc/388/,388
三重県/御浜町（ミジュマル・パチリス）,33.80391,136.04345,三重県,御浜町,三重県御浜町大字阿田和４９２６番地５,ミジュマル・パチリス,https://local.pokemon.jp/img/p/manhole/598c154d6772e0df2a69b8aa78f442ef_l.png,https://local.pokemon.jp/manhole/desc/389/,389
高知県/香美市（ヌオー・コマタナ・モノズ）,33.695608,133.874784,高知県,香美市,高知県香美市物部町大栃872番地2,ヌオー・コマタナ・モノズ,https://local.pokemon.jp/img/p/manhole/9b80e14141a8c41fc519beaa1bde69f8_l.png,https://local.pokemon.jp/manhole/desc/390/,390
高知県/奈半利町（ヌオー・ノクタス・サニーゴ）,33.425249,134.017781,高知県,奈半利町,高知県奈半利町乙4779-3,ヌオー・ノクタス・サニーゴ,https://local.pokemon.jp/img/p/manhole/9326f1ab7b66840ba918c10e7c8478b2_l.png,https://local.pokemon.jp/manhole/desc/391/,391
高知県/大豊町（ヌオー・チルタリス）,33.749067,133.684166,高知県,大豊町,高知県大豊町中村大王4037-25,ヌオー・チルタリス,https://local.pokemon.jp/img/p/manhole/05938aa1104a2226b71dbc2b1e6de194_l.png,https://local.pokemon.jp/manhole/desc/392/,392
高知県/日高村（ヌオー・シズクモ・ヤンヤンマ）,33.5335561,133.3712561,高知県,日高村,高知県日高村本郷284-2,ヌオー・シズクモ・ヤンヤンマ,https://local.pokemon.jp/img/p/manhole/4ac408636042cae5deaff75207b9bf30_l.png,https://local.pokemon.jp/manhole/desc/393/,393
高知県/津野町（ヌオー・リリーラ・ピィ）,33.476856,133.004184,高知県,津野町,高知県津野町芳生野乙4921-22,ヌオー・リリーラ・ピィ,https://local.pokemon.jp/img/p/manhole/7fc86d8a52fce05b93042fe1a127342a_l.png,https://local.pokemon.jp/manhole/desc/394/,394
高知県/大月町（ヌオー・フィオネ・ケイコウオ）,32.767739,132.627259,高知県,大月町,高知県大月町柏島600番地,ヌオー・フィオネ・ケイコウオ,https://local.pokemon.jp/img/p/manhole/31ea84ec8f10061d987ef8d7fc15c1da_l.png,https://local.pokemon.jp/manhole/desc/395/,395
高知県/三原村（ヌオー・ドオー）,32.922536,132.83982,高知県,三原村,高知県三原村宮ノ川,ヌオー・ドオー,https://local.pokemon.jp/img/p/manhole/207a12127b5a99f94f0fa04d69543a4a_l.png,https://local.pokemon.jp/manhole/desc/396/,396
岩手県/北上市（イシツブテ・オーガポン・カミッチュ）,39.27362,141.1282,岩手県,北上市,岩手県北上市立花13地割（展勝地公園）,イシツブテ・オーガポン・カミッチュ,https://local.pokemon.jp/img/p/manhole/74be692413e89b4fec7143be21b89187_l.png,https://local.pokemon.jp/manhole/desc/397/,397
岩手県/盛岡市（イシツブテ・ウソッキー）,39.846667,141.173111,岩手県,盛岡市,岩手県盛岡市渋民80番地42,イシツブテ・ウソッキー,https://local.pokemon.jp/img/p/manhole/d0ba56dc0960526c6c25a5e6bfaf3d09_l.png,https://local.pokemon.jp/manhole/desc/398/,398
山形県/山形市（ポポッコ・ラフレシア・ドレディア）,38.248477,140.325854,山形県,山形市,山形県山形市双葉町1-2-38,ポポッコ・ラフレシア・ドレディア,https://local.pokemon.jp/img/p/manhole/d83e17697e33d9ed20040ea92890fa38_l.png,https://local.pokemon.jp/manhole/desc/399/,399
山形県/寒河江市（チェリム・チェリンボ）,38.363842,140.26637,山形県,寒河江市,山形県寒河江市山西甲1269,チェリム・チェリンボ,https://local.pokemon.jp/img/p/manhole/c09268e65f3623546d6818d5ad41f872_l.png,https://local.pokemon.jp/manhole/desc/400/,400
山形県/大蔵村（ランプラー・テールナー）,38.611083,140.169653,山形県,大蔵村,山形県大蔵村南山４５１－２,ランプラー・テールナー,https://local.pokemon.jp/img/p/manhole/756596314ba4cb80fcddec5aacd40fa7_l.png,https://local.pokemon.jp/manhole/desc/401/,401
山形県/小国町（クマシュン・ツンベアー・アルクジラ）,38.072713,139.73128,山形県,小国町,山形県小国町小国小坂町616,クマシュン・ツンベアー・アルクジラ,https://local.pokemon.jp/img/p/manhole/af8622d0fb9c0dcd8ae7662c09346e5f_l.png,https://local.pokemon.jp/manhole/desc/402/,402
山形県/鶴岡市（ブルンゲル・ドククラゲ・メノクラゲ・プルリル）,38.721151,139.684635,山形県,鶴岡市,山形県鶴岡市由良2-14,ブルンゲル・ドククラゲ・メノクラゲ・プルリル,https://local.pokemon.jp/img/p/manhole/682832fc77641227f5f45a0ba883c392_l.png,https://local.pokemon.jp/manhole/desc/403/,403
愛知県/名古屋市（コイキング・ネッコアラ）,35.1831277,136.9045981,愛知県,名古屋市,愛知県名古屋市中区二の丸１番2・3号,コイキング・ネッコアラ,https://local.pokemon.jp/img/p/manhole/1e8ca4125f1e840c139362bef0854ae6_l.png,https://local.pokemon.jp/manhole/desc/404/,404
愛知県/瀬戸市（ニャヒート・ブーバー）,35.2257073,137.1008385,愛知県,瀬戸市,愛知県瀬戸市蔵所町1-1,ニャヒート・ブーバー,https://local.pokemon.jp/img/p/manhole/f11b36b1639166804131d9e464fac8d9_l.png,https://local.pokemon.jp/manhole/desc/405/,405
愛知県/常滑市（ピジョット）,34.88566,136.8231592,愛知県,常滑市,愛知県常滑市りんくう町２丁目　りんくうビーチ,ピジョット,https://local.pokemon.jp/img/p/manhole/9e73d3dac08706213606acfa5508d3f2_l.png,https://local.pokemon.jp/manhole/desc/406/,406
愛知県/刈谷市（タツベイ・ジュカイン・キバゴ）,35.04095,137.0481,愛知県,刈谷市,愛知県刈谷市東境町吉野55,タツベイ・ジュカイン・キバゴ,https://local.pokemon.jp/img/p/manhole/b74fd1d13c5402743ee665a0b7b52adc_l.png,https://local.pokemon.jp/manhole/desc/407/,407
愛知県/西尾市（マホイップ・ゴクリン）,34.867221,137.048298,愛知県,西尾市,愛知県西尾市錦城町233,マホイップ・ゴクリン,https://local.pokemon.jp/img/p/manhole/b8558e0a74714d9f0519a90cbffb2bd8_l.png,https://local.pokemon.jp/manhole/desc/408/,408
茨城県/神栖市（マラカッチ・オトシドリ）,35.897341,140.649095,茨城県,神栖市,茨城県神栖市木崎1203-9,マラカッチ・オトシドリ,https://local.pokemon.jp/img/p/manhole/b7ce2257a00adad91661a580d6305fd4_l.png,https://local.pokemon.jp/manhole/desc/409/,409
茨城県/筑西市（グレッグル・ハラバリー）,36.322445,139.994116,茨城県,筑西市,茨城県筑西市川澄１８５０,グレッグル・ハラバリー,https://local.pokemon.jp/img/p/manhole/077e657dad03480b92569da298fdd44b_l.png,https://local.pokemon.jp/manhole/desc/410/,410
茨城県/つくば市（レックウザ）,36.08581,140.110839,茨城県,つくば市,茨城県つくば市吾妻2-7-5,レックウザ,https://local.pokemon.jp/img/p/manhole/9849d1409331da248994adbdfce3509b_l.png,https://local.pokemon.jp/manhole/desc/411/,411
茨城県/常陸太田市（ボーマンダ・ルチャブル）,36.510672,140.525632,茨城県,常陸太田市,茨城県常陸太田市下河合町1016-1,ボーマンダ・ルチャブル,https://local.pokemon.jp/img/p/manhole/22efba09e43fc13bf4834b0f6157cde5_l.png,https://local.pokemon.jp/manhole/desc/412/,412
茨城県/水戸市（ジャローダ・ナットレイ・ハーデリア）,36.372273,140.452358,茨城県,水戸市,茨城県水戸市見川1-1251,ジャローダ・ナットレイ・ハーデリア,https://local.pokemon.jp/img/p/manhole/223f1b131033a42ab2891fecab366ef0_l.png,https://local.pokemon.jp/manhole/desc/413/,413
三重県/鳥羽市（ミジュマル）,34.490787,136.844965,三重県,鳥羽市,三重県鳥羽市鳥羽一丁目地内,ミジュマル,https://local.pokemon.jp/img/p/manhole/a874515ca910cf36ecbd58a130bbb89d_l.png,https://local.pokemon.jp/manhole/desc/414/,414
三重県/鈴鹿市（ミジュマル）,34.852227,136.538663,三重県,鈴鹿市,三重県鈴鹿市住吉町地内,ミジュマル,https://local.pokemon.jp/img/p/manhole/7f1168d3590ddc36c4964cd276776c02_l.png,https://local.pokemon.jp/manhole/desc/415/,415
福井県/坂井市（カイリュー・マフィティフ）,36.161806,136.333313,福井県,坂井市,福井県坂井市丸岡町山口64-31,カイリュー・マフィティフ,https://local.pokemon.jp/img/p/manhole/292964dec0cb7ddb638e94dcd4388ad1_l.png,https://local.pokemon.jp/manhole/desc/416/,416
福井県/福井市（カイリュー・ジャラランガ）,36.061483,136.223635,福井県,福井市,福井県福井市手寄1丁目1　（JR福井駅東口）,カイリュー・ジャラランガ,https://local.pokemon.jp/img/p/manhole/01f288197426c4ecd10018babaf52ce1_l.png,https://local.pokemon.jp/manhole/desc/417/,417
福井県/おおい町（カイリュー・ケーシィ・ニャオニクス）,35.48179,135.62838,福井県,おおい町,福井県おおい町成海1-1-1,カイリュー・ケーシィ・ニャオニクス,https://local.pokemon.jp/img/p/manhole/bc3a6278d1b847a6c3ee8d6a320303c8_l.png,https://local.pokemon.jp/manhole/desc/418/,418
福井県/鯖江市（カイリュー・モルペコ・サッチムシ）,35.950098,136.181116,福井県,鯖江市,福井県鯖江市桜町3丁目8-1,カイリュー・モルペコ・サッチムシ,https://local.pokemon.jp/img/p/manhole/602c4f607f16ab68a51dda3da2b63bac_l.png,https://local.pokemon.jp/manhole/desc/419/,419
福井県/若狭町（カイリュー・コアルヒー・クワッス）,35.461441,135.860204,福井県,若狭町,福井県若狭町市場18-18,カイリュー・コアルヒー・クワッス,https://local.pokemon.jp/img/p/manhole/a24ce3b6e6ded0b78634c88d850a1f93_l.png,https://local.pokemon.jp/manhole/desc/420/,420
福井県/越前町（カイリュー・プクリン）,35.93468,136.05872,福井県,越前町,福井県越前町小曽原120-60,カイリュー・プクリン,https://local.pokemon.jp/img/p/manhole/a4b9ed8fd6f982a51e508d614e8bc9c7_l.png,https://local.pokemon.jp/manhole/desc/421/,421
沖縄県/北谷町（ガーディ）,26.315733,127.753613,沖縄県,北谷町,沖縄県北谷町美浜20番,ガーディ,https://local.pokemon.jp/img/p/manhole/5607d35bb32e267fd37f06948e578902_l.png,https://local.pokemon.jp/manhole/desc/422/,422
沖縄県/渡嘉敷村（ガーディ・ルリリ・ヤトウモリ）,26.14914,127.34735,沖縄県,渡嘉敷村,沖縄県渡嘉敷村阿波連1393－1,ガーディ・ルリリ・ヤトウモリ,https://local.pokemon.jp/img/p/manhole/623f50d4f0f1212ad2d8e5bebf791b51_l.png,https://local.pokemon.jp/manhole/desc/423/,423
沖縄県/座間味村（ガーディ・ホエルコ）,26.227878,127.301424,沖縄県,座間味村,沖縄県座間味村座間味165番地,ガーディ・ホエルコ,https://local.pokemon.jp/img/p/manhole/ad1c1aa56457a1e78f7b08da82f89868_l.png,https://local.pokemon.jp/manhole/desc/424/,424
沖縄県/久米島町（ガーディ・ウデッポウ）,26.373985,126.788928,沖縄県,久米島町,沖縄県久米島町阿嘉530-41,ガーディ・ウデッポウ,https://local.pokemon.jp/img/p/manhole/e4ee32e72e4e30c41254652f0b1383bf_l.png,https://local.pokemon.jp/manhole/desc/425/,425
岩手県/葛巻町（ミルタンク・マホミル）,39.984472,141.339917,岩手県,葛巻町,岩手県葛巻町葛巻39-159-3,ミルタンク・マホミル,https://local.pokemon.jp/img/p/manhole/e0af9a218a104af4f32e4c65f047155a_l.png,https://local.pokemon.jp/manhole/desc/426/,426
長崎県/島原市（デンリュウ・ヒラヒナ・タマザラシ）,32.790222,130.370593,長崎県,島原市,長崎県島原市片町577-1,デンリュウ・ヒラヒナ・タマザラシ,https://local.pokemon.jp/img/p/manhole/9bc84a22210b01d1330da1a3d459e5d8_l.png,https://local.pokemon.jp/manhole/desc/427/,427
長崎県/壱岐市（デンリュウ・ノズパス）,33.81196878,129.6557033,長崎県,壱岐市,長崎県壱岐市郷ノ浦町新田触870-3,デンリュウ・ノズパス,https://local.pokemon.jp/img/p/manhole/e126c5112eda03d677eff9b92cab10cc_l.png,https://local.pokemon.jp/manhole/desc/428/,428
長崎県/時津町（デンリュウ・ホーホー・ゴローン・オタチ）,32.831977,129.849052,長崎県,時津町,長崎県時津町浦郷436-8,デンリュウ・ホーホー・ゴローン・オタチ,https://local.pokemon.jp/img/p/manhole/fcac6f042fa67019abd2dca48d815440_l.png,https://local.pokemon.jp/manhole/desc/429/,429
長崎県/東彼杵町（デンリュウ・ジュペッタ・ワタッコ）,33.0357304,129.9194868,長崎県,東彼杵町,長崎県東彼杵町彼杵宿郷４７２,デンリュウ・ジュペッタ・ワタッコ,https://local.pokemon.jp/img/p/manhole/7e0358daa2f0bd5c89903de1a57cecf8_l.png,https://local.pokemon.jp/manhole/desc/430/,430
長崎県/佐々町（デンリュウ・シビシラス・シビビール）,33.254897,129.6589353,長崎県,佐々町,長崎県佐々町鴨川免189-1,デンリュウ・シビシラス・シビビール,https://local.pokemon.jp/img/p/manhole/41ee5c22850c88cabf369c70302bd777_l.png,https://local.pokemon.jp/manhole/desc/431/,431
高知県/室戸市（ヌオー・コジオ）,33.325698,134.195181,高知県,室戸市,高知県室戸市室戸岬町533-2,ヌオー・コジオ,https://local.pokemon.jp/img/p/manhole/d9bd03a57b3501b93226b157abadbb2d_l.png,https://local.pokemon.jp/manhole/desc/432/,432
高知県/安芸市（ヌオー・ホーホー）,33.5043207,133.9065445,高知県,安芸市,高知県安芸市矢ノ丸4丁目2-30,ヌオー・ホーホー,https://local.pokemon.jp/img/p/manhole/551bad185b3f9a9d17c5f6f40d7febfc_l.png,https://local.pokemon.jp/manhole/desc/433/,433
高知県/須崎市（ヌオー・ブイゼル・フローゼル）,33.39238098,133.2926446,高知県,須崎市,高知県須崎市原町1丁目9-11,ヌオー・ブイゼル・フローゼル,https://local.pokemon.jp/img/p/manhole/c4bd71337c16e241b3b9203a89f970e8_l.png,https://local.pokemon.jp/manhole/desc/434/,434
高知県/宿毛市（ヌオー・ウパー）,32.915754,132.712575,高知県,宿毛市,高知県宿毛市小筑紫町田ノ浦１２４４−１０,ヌオー・ウパー,https://local.pokemon.jp/img/p/manhole/d0827223105f6648da72d7595907c786_l.png,https://local.pokemon.jp/manhole/desc/435/,435
高知県/香南市（ヌオー・シビシラス）,33.534367,133.75346,高知県,香南市,高知県香南市夜須町坪井,ヌオー・シビシラス,https://local.pokemon.jp/img/p/manhole/c1359eed647d0b370136b487d0854b70_l.png,https://local.pokemon.jp/manhole/desc/436/,436
高知県/東洋町（ヌオー・マンタイン）,33.543168839356774,134.29495896722574,高知県,東洋町,高知県東洋町白浜８８−１,ヌオー・マンタイン,https://local.pokemon.jp/img/p/manhole/299ea9629aaed7f41bf1554d2a09b05a_l.png,https://local.pokemon.jp/manhole/desc/437/,437
北海道/札幌市（ロコン・ケッキング）,42.96615624,141.1669585,北海道,札幌市,北海道札幌市南区定山渓温泉東３丁目212,ロコン・ケッキング,https://local.pokemon.jp/img/p/manhole/531b4a4ba848285085f50bb59b5a7a61_l.png,https://local.pokemon.jp/manhole/desc/438/,438
北海道/砂川市（ロコン・ペロリーム）,43.493037,141.907367,北海道,砂川市,北海道砂川市西１条北２丁目１番２０号,ロコン・ペロリーム,https://local.pokemon.jp/img/p/manhole/d6b485b2485506fb3022e809a4c2876c_l.png,https://local.pokemon.jp/manhole/desc/439/,439
北海道/由仁町（ロコン・ヤクデ）,43.01186,141.78697,北海道,由仁町,北海道由仁町東栄87-1,ロコン・ヤクデ,https://local.pokemon.jp/img/p/manhole/7dd1c2ca558b28c070cf52b3cf98f68d_l.png,https://local.pokemon.jp/manhole/desc/440/,440
北海道/厚沢部町（ロコン・ミノマダム）,41.916775,140.216556,北海道,厚沢部町,北海道厚沢部町緑町72-1,ロコン・ミノマダム,https://local.pokemon.jp/img/p/manhole/00de3645760fd45cc9adfdb0967ac056_l.png,https://local.pokemon.jp/manhole/desc/441/,441
北海道/幌延町（ロコン・フラベベ）,45.040817,141.8612,北海道,幌延町,北海道幌延町北進３９８－１,ロコン・フラベベ,https://local.pokemon.jp/img/p/manhole/c109d6f01a11e1abe9df06af4196d73c_l.png,https://local.pokemon.jp/manhole/desc/442/,442
北海道/津別町（ロコン）,43.69494344,144.029683,北海道,津別町,北海道津別町共和127番地1,ロコン,https://local.pokemon.jp/img/p/manhole/fa60bb5908c2b1825c3022acdc8aac53_l.png,https://local.pokemon.jp/manhole/desc/443/,443
北海道/湧別町（ロコン・アブリー）,44.18466,143.594848,北海道,湧別町,北海道湧別町中湧別中町3020番地の1,ロコン・アブリー,https://local.pokemon.jp/img/p/manhole/80d67fcbafef57060bff53c8de34985b_l.png,https://local.pokemon.jp/manhole/desc/444/,444
北海道/別海町（トドグラー）,43.533265,145.23697,北海道,別海町,北海道別海町尾岱沼5-27,トドグラー,https://local.pokemon.jp/img/p/manhole/63d1b0ab4923f1c3cd03a928dd57d7b5_l.png,https://local.pokemon.jp/manhole/desc/445/,445
沖縄県/那覇市（ガーディ）,26.22005,127.71657,沖縄県,那覇市,沖縄県那覇市首里池端町18,ガーディ,https://local.pokemon.jp/img/p/manhole/6ea8d929a518be32eb78754371390526_l.png,https://local.pokemon.jp/manhole/desc/446/,446
宮城県/加瀬沼公園（ラプラス・スワンナ・タマンタ）,38.311641,140.983236,宮城県,加瀬沼公園,宮城県加瀬沼公園内（宮城県宮城郡利府町加瀬新堤下）,ラプラス・スワンナ・タマンタ,https://local.pokemon.jp/img/p/manhole/416bb8faf8d814dec25f300d3bf43db9_l.png,https://local.pokemon.jp/manhole/desc/447/,447
