name,latitude,longitude,都道府県,市区町村,住所,ポケモン,画像URL,詳細URL,manhole_no
鳥取県/智頭町（サンド・サンドパン・ウソッキー）,35.265428,134.226103,鳥取県,智頭町,鳥取県智頭町大字智頭2067-1,サンド・サンドパン・ウソッキー,https://local.pokemon.jp/img/p/manhole/9124edb433debfc805f8e3dcf81142ef_l.png,https://local.pokemon.jp/manhole/desc/106/,106
鳥取県/八頭町,35.366456,134.339426,鳥取県,八頭町,鳥取県八頭町徳丸625,,https://local.pokemon.jp/img/p/manhole/e4cc762f5c45d2e3b1c89fe016cad306_l.png,https://local.pokemon.jp/manhole/desc/107/,107
鳥取県/北栄町（サンド）,35.49924,133.81794,鳥取県,北栄町,鳥取県北栄町田井488-1,サンド,https://local.pokemon.jp/img/p/manhole/15da1d7d96977b140743c9ceb0c19a56_l.png,https://local.pokemon.jp/manhole/desc/108/,108
鳥取県/日吉津村（サンド・メタモン）,35.441126,133.379578,鳥取県,日吉津村,鳥取県日吉津村大字日吉津930番地,サンド・メタモン,https://local.pokemon.jp/img/p/manhole/3af8acc5e98898f553ef0a9d3472dd75_l.png,https://local.pokemon.jp/manhole/desc/109/,109
鳥取県/江府町（サンド）,35.295841,133.474089,鳥取県,江府町,鳥取県江府町佐川908-3,サンド,https://local.pokemon.jp/img/p/manhole/14cce541fd36605c5e7663e88d87aaa7_l.png,https://local.pokemon.jp/manhole/desc/110/,110
宮崎県/宮崎市（ナッシー・ポワルン）,31.807505,131.457839,宮崎県,宮崎市,宮崎県宮崎市大字加江田7275-1,ナッシー・ポワルン,https://local.pokemon.jp/img/p/manhole/4df805be8a64d2c988d992788be19a9b_l.png,https://local.pokemon.jp/manhole/desc/111/,111
宮崎県/都城市（メテノ）,31.725213,131.0661894,宮崎県,都城市,宮崎県都城市天神町3,メテノ,https://local.pokemon.jp/img/p/manhole/669e4e9f0164e147c365f0fa159d5186_l.png,https://local.pokemon.jp/manhole/desc/112/,112
宮崎県/延岡市（ナッシー）,32.684711,131.801103,宮崎県,延岡市,宮崎県延岡市北浦町古江3337-1,ナッシー,https://local.pokemon.jp/img/p/manhole/3a5e9189da60b8c54d2ccdbd184dc9dd_l.png,https://local.pokemon.jp/manhole/desc/113/,113
宮崎県/日南市（ダイノーズ）,31.58793,131.4017058,宮崎県,日南市,宮崎県日南市材木町1-10,ダイノーズ,https://local.pokemon.jp/img/p/manhole/8ce155eced18eb9355d00e77741e924b_l.png,https://local.pokemon.jp/manhole/desc/114/,114
宮崎県/小林市（ナッシー・モクロー）,31.95742,131.12641,宮崎県,小林市,宮崎県小林市野尻町東麓5160番地,ナッシー・モクロー,https://local.pokemon.jp/img/p/manhole/0dc396d7b4e206b302245cb286cb828c_l.png,https://local.pokemon.jp/manhole/desc/115/,115
宮崎県/日向市（ナッシー）,32.4253924,131.6277364,宮崎県,日向市,宮崎県日向市上町10736番15,ナッシー,https://local.pokemon.jp/img/p/manhole/cce5f8178d3186bff628ad5efe8e9962_l.png,https://local.pokemon.jp/manhole/desc/116/,116
宮崎県/串間市（ナッシー）,31.36627,131.332809,宮崎県,串間市,宮崎県串間市大字大納42-3,ナッシー,https://local.pokemon.jp/img/p/manhole/eb72ab472d06b001ae7e522937fda3b7_l.png,https://local.pokemon.jp/manhole/desc/117/,117
宮崎県/西都市（ナッシー・キマワリ）,32.106625,131.404508,宮崎県,西都市,宮崎県西都市小野崎1丁目77番地,ナッシー・キマワリ,https://local.pokemon.jp/img/p/manhole/40deb7e698a707b7ae456f46634f6a14_l.png,https://local.pokemon.jp/manhole/desc/118/,118
宮崎県/えびの市（ナッシー・コータス）,32.050305,130.80595,宮崎県,えびの市,宮崎県えびの市大字永山1006番地1,ナッシー・コータス,https://local.pokemon.jp/img/p/manhole/c66068946bb57f85df1cc9221816f761_l.png,https://local.pokemon.jp/manhole/desc/119/,119
宮城県/白石市（ラプラス・クスネ）,38.002511,140.61735,宮城県,白石市,宮城県白石市益岡町1-16,ラプラス・クスネ,https://local.pokemon.jp/img/p/manhole/d86f9fbdc323ccf8a44a1cc61f14cf5a_l.png,https://local.pokemon.jp/manhole/desc/120/,120
宮城県/角田市（ラプラス・ラティアス）,37.968694,140.807077,宮城県,角田市,宮城県角田市枝野字北島81-1,ラプラス・ラティアス,https://local.pokemon.jp/img/p/manhole/8773aebd30abe08aa9ad070610b62d93_l.png,https://local.pokemon.jp/manhole/desc/121/,121
宮城県/登米市（ラプラス・ハスボー）,38.616649,141.235491,宮城県,登米市,宮城県登米市米山町字桜岡貝待井581-2,ラプラス・ハスボー,https://local.pokemon.jp/img/p/manhole/0276a1166ecab2b87231d3556c765167_l.png,https://local.pokemon.jp/manhole/desc/122/,122
宮城県/栗原市（ラプラス・コアルヒー）,38.794479,140.844403,宮城県,栗原市,宮城県栗原市花山字本沢北ノ前112-1,ラプラス・コアルヒー,https://local.pokemon.jp/img/p/manhole/495aa4a82e4831df7c4df483ec3818a8_l.png,https://local.pokemon.jp/manhole/desc/123/,123
宮城県/大崎市（ラプラス・ダグトリオ・オニスズメ）,38.571356,140.967465,宮城県,大崎市,宮城県大崎市古川駅前大通１丁目５　古川駅前,ラプラス・ダグトリオ・オニスズメ,https://local.pokemon.jp/img/p/manhole/60a517309907d70d3227450081b4ca08_l.png,https://local.pokemon.jp/manhole/desc/124/,124
宮城県/富谷市（ラプラス・ブルー）,38.398336,140.8875,宮城県,富谷市,宮城県富谷市富谷新町111,ラプラス・ブルー,https://local.pokemon.jp/img/p/manhole/eb65307347f95b410b10f6de91169728_l.png,https://local.pokemon.jp/manhole/desc/125/,125
宮城県/蔵王町（ラプラス・ユキノオー）,38.123663,140.577192,宮城県,蔵王町,宮城県蔵王町遠刈田温泉仲町34,ラプラス・ユキノオー,https://local.pokemon.jp/img/p/manhole/e293e09c17892a05563f1b2726ed2877_l.png,https://local.pokemon.jp/manhole/desc/126/,126
宮城県/七ヶ宿町（ラプラス・ビーダル）,37.982523,140.46662,宮城県,七ヶ宿町,宮城県七ヶ宿町上野8‐1,ラプラス・ビーダル,https://local.pokemon.jp/img/p/manhole/e57d517a9ceb4985880cf3dc6d58b304_l.png,https://local.pokemon.jp/manhole/desc/127/,127
宮城県/大河原町（ラプラス・チェリム）,38.0485032,140.738089,宮城県,大河原町,宮城県大河原町大谷字町向116-26地先,ラプラス・チェリム,https://local.pokemon.jp/img/p/manhole/b842dfc9874d2e09445e1fc3f38ad9ac_l.png,https://local.pokemon.jp/manhole/desc/128/,128
宮城県/村田町（ラプラス・ベロベルト）,38.119071,140.717821,宮城県,村田町,宮城県村田町大字村田字北塩内41,ラプラス・ベロベルト,https://local.pokemon.jp/img/p/manhole/a7f0559fbfff47ad99d14e2013f91d5c_l.png,https://local.pokemon.jp/manhole/desc/129/,129
宮城県/柴田町（ラプラス・フラベベ）,38.059143,140.768239,宮城県,柴田町,宮城県柴田町船岡中央1丁目1-1,ラプラス・フラベベ,https://local.pokemon.jp/img/p/manhole/db51e7b93287a6d4f02f087a430671d5_l.png,https://local.pokemon.jp/manhole/desc/130/,130
宮城県/川崎町（ラプラス）,38.177534,140.643653,宮城県,川崎町,宮城県川崎町前川字裏丁175-1,ラプラス,https://local.pokemon.jp/img/p/manhole/8d71ae197fd04fb3260e7d1a0696b39d_l.png,https://local.pokemon.jp/manhole/desc/131/,131
宮城県/丸森町（ラプラス・ニャース・ニャスパー）,37.913873,140.762531,宮城県,丸森町,宮城県丸森町字町東77-1,ラプラス・ニャース・ニャスパー,https://local.pokemon.jp/img/p/manhole/08419931d6fb8bc4d905064bbf5ac63f_l.png,https://local.pokemon.jp/manhole/desc/132/,132
宮城県/大和町（ラプラス・タマゲタケ・ドダイトス）,38.437364,140.885648,宮城県,大和町,宮城県大和町吉岡まほろば一丁目1-1前,ラプラス・タマゲタケ・ドダイトス,https://local.pokemon.jp/img/p/manhole/6de105f2caa9cb35a27919fff3c43711_l.png,https://local.pokemon.jp/manhole/desc/133/,133
宮城県/大郷町（ラプラス・チュリネ）,38.424016,140.992673,宮城県,大郷町,宮城県大郷町中村字北浦51-6,ラプラス・チュリネ,https://local.pokemon.jp/img/p/manhole/e4d64849c631f1c55792c162210f83ca_l.png,https://local.pokemon.jp/manhole/desc/134/,134
宮城県/大衡村（ラプラス・プルリル・ラブカス）,38.46943814,140.8902292,宮城県,大衡村,宮城県大衡村大衡字鐙沢12-2,ラプラス・プルリル・ラブカス,https://local.pokemon.jp/img/p/manhole/a6650f6580df0e0e5debb154e1d26824_l.png,https://local.pokemon.jp/manhole/desc/135/,135
宮城県/色麻町（ラプラス・ハスブレロ）,38.530136,140.86142,宮城県,色麻町,宮城県色麻町四竃字東原1-12,ラプラス・ハスブレロ,https://local.pokemon.jp/img/p/manhole/f153fccd4c39fd161721923ee9a1b1db_l.png,https://local.pokemon.jp/manhole/desc/136/,136
宮城県/加美町（ラプラス・ロゼリア）,38.57215,140.72859,宮城県,加美町,宮城県加美町味ヶ袋薬莱原1-76,ラプラス・ロゼリア,https://local.pokemon.jp/img/p/manhole/122780b137abcc24c9987cd2842f4e9e_l.png,https://local.pokemon.jp/manhole/desc/137/,137
宮城県/涌谷町（ラプラス・バンバドロ）,38.5392702,141.1267433,宮城県,涌谷町,宮城県涌谷町字新町裏110,ラプラス・バンバドロ,https://local.pokemon.jp/img/p/manhole/f1eb53fbcfe726de54e319a9741feed6_l.png,https://local.pokemon.jp/manhole/desc/138/,138
宮城県/美里町（ラプラス・ドードー・ドードリオ）,38.489061,141.133053,宮城県,美里町,宮城県美里町木間塚原田5,ラプラス・ドードー・ドードリオ,https://local.pokemon.jp/img/p/manhole/e491789809d4a47d823bfe69df54712c_l.png,https://local.pokemon.jp/manhole/desc/139/,139
北海道/苫小牧市（ロコン・キュウコン）,42.635755,141.61009,北海道,苫小牧市,北海道苫小牧市末広町3丁目1,ロコン・キュウコン,https://local.pokemon.jp/img/p/manhole/d0fd3269d1c6446d47a5d73e39c3273c_l.png,https://local.pokemon.jp/manhole/desc/140/,140
北海道/三笠市（ロコン・オムナイト・ズガイドス）,43.2613165,141.9626673,北海道,三笠市,北海道三笠市幾春別錦町1-212-1,ロコン・オムナイト・ズガイドス,https://local.pokemon.jp/img/p/manhole/37eb2bacbb680049ab0ce47cd56cb080_l.png,https://local.pokemon.jp/manhole/desc/141/,141
北海道/上富良野町（エネコロロ）,43.462246,142.479068,北海道,上富良野町,北海道上富良野町東1線北27号,エネコロロ,https://local.pokemon.jp/img/p/manhole/333446f14d9d7487fd1051ed1a5564d8_l.png,https://local.pokemon.jp/manhole/desc/142/,142
北海道/剣淵町（ヒトツキ）,44.1000303,142.3593096,北海道,剣淵町,北海道剣淵町緑町15-3,ヒトツキ,https://local.pokemon.jp/img/p/manhole/130ae2f0d814df1b0a14c36032523a85_l.png,https://local.pokemon.jp/manhole/desc/143/,143
新潟県/小千谷市（コイキング）,37.314216,138.794792,新潟県,小千谷市,新潟県小千谷市城内2-7-5,コイキング,https://local.pokemon.jp/img/p/manhole/cb0b83a72c4a02d3828408438fe69c79_l.png,https://local.pokemon.jp/manhole/desc/144/,144
新潟県/小千谷市（コイキング）,37.309883,138.812939,新潟県,小千谷市,新潟県小千谷市東栄1-1付近,コイキング,https://local.pokemon.jp/img/p/manhole/b8e14abca7704ade92d80850c539bfa8_l.png,https://local.pokemon.jp/manhole/desc/145/,145
新潟県/小千谷市（コイキング・ヒンバス）,37.311028,138.795653,新潟県,小千谷市,新潟県小千谷市小千谷市城内1-8-22,コイキング・ヒンバス,https://local.pokemon.jp/img/p/manhole/1eb3ac5b96b69515307e7b8d461b83b7_l.png,https://local.pokemon.jp/manhole/desc/146/,146
新潟県/小千谷市（コイキング・ピジョン）,37.314301,138.7835,新潟県,小千谷市,新潟県小千谷市小千谷市大字桜町4915,コイキング・ピジョン,https://local.pokemon.jp/img/p/manhole/1779749989a248a4d80438774bd31c5c_l.png,https://local.pokemon.jp/manhole/desc/147/,147
奈良県/斑鳩町（ドータクン・バオッキー）,34.60189,135.73917,奈良県,斑鳩町,奈良県斑鳩町興留7丁目3番地内,ドータクン・バオッキー,https://local.pokemon.jp/img/p/manhole/8c606a972fea1746e45dea9cf3f87c9e_l.png,https://local.pokemon.jp/manhole/desc/148/,148
奈良県/斑鳩町（マダツボミ・ガーディ）,34.60474,135.7376,奈良県,斑鳩町,奈良県斑鳩町興留5丁目5番28号,マダツボミ・ガーディ,https://local.pokemon.jp/img/p/manhole/d3e08e12b17d3ff3befcd5225d3af30d_l.png,https://local.pokemon.jp/manhole/desc/149/,149
奈良県/斑鳩町（ブビィ・チリーン）,34.60827,135.73769,奈良県,斑鳩町,奈良県斑鳩町興留2丁目1番地内,ブビィ・チリーン,https://local.pokemon.jp/img/p/manhole/138c801dc7696711d46521e013d6d7c3_l.png,https://local.pokemon.jp/manhole/desc/150/,150
奈良県/斑鳩町（ヒノヤコマ・シキジカ）,34.60826,135.73755,奈良県,斑鳩町,奈良県斑鳩町法隆寺南1丁目2番地内,ヒノヤコマ・シキジカ,https://local.pokemon.jp/img/p/manhole/d0bfb7bbc2a06d730b47b017a3e77cf7_l.png,https://local.pokemon.jp/manhole/desc/151/,151
奈良県/斑鳩町（エンテイ）,34.60983,135.73529,奈良県,斑鳩町,奈良県斑鳩町法隆寺1丁目8番25号,エンテイ,https://local.pokemon.jp/img/p/manhole/cf516896b4b7eb0cad8e8e3eeebbc99f_l.png,https://local.pokemon.jp/manhole/desc/152/,152
東京都/小笠原村（フシギバナ）,27.094863,142.194033,東京都,小笠原村,東京都小笠原村父島字東町,フシギバナ,https://local.pokemon.jp/img/p/manhole/f8bada1702ac9b24058746e324095bac_l.png,https://local.pokemon.jp/manhole/desc/153/,153
東京都/小笠原村（リザードン）,27.094708,142.193279,東京都,小笠原村,東京都小笠原村父島字東町,リザードン,https://local.pokemon.jp/img/p/manhole/12cfb1b31e8a73d64c0467c702e420f7_l.png,https://local.pokemon.jp/manhole/desc/154/,154
東京都/小笠原村（カメックス）,27.094596,142.192781,東京都,小笠原村,東京都小笠原村父島字東町,カメックス,https://local.pokemon.jp/img/p/manhole/a0a9f2d7186f56fedadabc010c395e83_l.png,https://local.pokemon.jp/manhole/desc/155/,155
東京都/小笠原村（ミュウ）,27.09448,142.19235,東京都,小笠原村,東京都小笠原村父島字東町,ミュウ,https://local.pokemon.jp/img/p/manhole/e7ddf7adbf8b01ad1e4c6ffd6c931352_l.png,https://local.pokemon.jp/manhole/desc/156/,156
青森県/八戸市（イシツブテ・キャモメ）,40.537937,141.558034,青森県,八戸市,青森県八戸市大字鮫町鮫付近,イシツブテ・キャモメ,https://local.pokemon.jp/img/p/manhole/980e5418dbdef7582b162d577ad77cf7_l.png,https://local.pokemon.jp/manhole/desc/157/,157
青森県/階上町（ナマコブシ・バチンウニ・ユキハミ）,40.458437,141.608335,青森県,階上町,青森県階上町大字道仏字耳ケ吠3-3,ナマコブシ・バチンウニ・ユキハミ,https://local.pokemon.jp/img/p/manhole/1723f48f98735fe88693db2547152835_l.png,https://local.pokemon.jp/manhole/desc/158/,158
京都府/京都市（ホウオウ）,35.011863,135.678745,京都府,京都市,京都府京都市右京区嵯峨中ノ島町,ホウオウ,https://local.pokemon.jp/img/p/manhole/dadd75c86a5e66bf5392ba13716c2dfe_l.png,https://local.pokemon.jp/manhole/desc/159/,159
京都府/京都市（ピチュー・ピィ・ププリン）,35.00337,135.780573,京都府,京都市,京都府京都市東山区円山町,ピチュー・ピィ・ププリン,https://local.pokemon.jp/img/p/manhole/61ed5a9f280a92b6a49269897c80870c_l.png,https://local.pokemon.jp/manhole/desc/160/,160
京都府/京都市（チコリータ・ダーテング）,34.994784,135.714323,京都府,京都市,京都府京都市右京区西京極新明町,チコリータ・ダーテング,https://local.pokemon.jp/img/p/manhole/b6f13ec6de50c92ec0733c3a0a052095_l.png,https://local.pokemon.jp/manhole/desc/161/,161
京都府/京都市（ヒノアラシ・ヒヒダルマ）,35.014858,135.782013,京都府,京都市,京都府京都市左京区岡崎最勝寺町,ヒノアラシ・ヒヒダルマ,https://local.pokemon.jp/img/p/manhole/6e0c231cc1175791b00694844dc42904_l.png,https://local.pokemon.jp/manhole/desc/162/,162
京都府/京都市（ワニノコ・マリルリ）,34.987804,135.743538,京都府,京都市,京都府京都市下京区観喜寺町,ワニノコ・マリルリ,https://local.pokemon.jp/img/p/manhole/e923d93de75da9471bc1eb6b2504b721_l.png,https://local.pokemon.jp/manhole/desc/163/,163
宮崎県/三股町（ナッシー・コロモリ）,31.73375,131.120309,宮崎県,三股町,宮崎県三股町大字樺山4421-22,ナッシー・コロモリ,https://local.pokemon.jp/img/p/manhole/7e8cdc1e3864f6802fe5c7c531f68074_l.png,https://local.pokemon.jp/manhole/desc/164/,164
宮崎県/高鍋町,32.115956,131.532841,宮崎県,高鍋町,宮崎県高鍋町大字蚊口浦字蚊口6259-1,,https://local.pokemon.jp/img/p/manhole/7020590767375a1d51a3bb6af9b37edf_l.png,https://local.pokemon.jp/manhole/desc/165/,165
宮崎県/新富町（マクノシタ）,32.073902,131.495719,宮崎県,新富町,宮崎県新富町大字三納代1839（三納代広場）,マクノシタ,https://local.pokemon.jp/img/p/manhole/73c6c49f8aa194dcb52da6808758de16_l.png,https://local.pokemon.jp/manhole/desc/166/,166
宮崎県/木城町（ナッシー・メタモン）,32.1682457,131.4782857,宮崎県,木城町,宮崎県木城町高城１４０３−１,ナッシー・メタモン,https://local.pokemon.jp/img/p/manhole/dd75e9254b02cf00906b22ece20ed6a2_l.png,https://local.pokemon.jp/manhole/desc/167/,167
宮崎県/川南町（ナッシー・ヌマクロー）,32.191491,131.528984,宮崎県,川南町,宮崎県川南町大字平田2386番地3,ナッシー・ヌマクロー,https://local.pokemon.jp/img/p/manhole/3da8c4d33f82dbd65c7092f4080c88ab_l.png,https://local.pokemon.jp/manhole/desc/168/,168
宮崎県/都農町（ブイゼル）,32.2609016,131.5575768,宮崎県,都農町,宮崎県都農町大字川北5129,ブイゼル,https://local.pokemon.jp/img/p/manhole/249dfc49428f58aff38f37c46131982e_l.png,https://local.pokemon.jp/manhole/desc/169/,169
宮崎県/門川町（マケンカニ）,32.487021,131.676733,宮崎県,門川町,宮崎県門川町大字庵川2822番地,マケンカニ,https://local.pokemon.jp/img/p/manhole/1d1261134ec64c046aacae63dba74c6f_l.png,https://local.pokemon.jp/manhole/desc/170/,170
宮崎県/美郷町（ナッシー・タマタマ）,32.431976,131.467551,宮崎県,美郷町,宮崎県美郷町西郷田代5812-1,ナッシー・タマタマ,https://local.pokemon.jp/img/p/manhole/338c34ed7b70c9a65755b2894a04ecc1_l.png,https://local.pokemon.jp/manhole/desc/171/,171
東京都/台東区上野（チゴラス・ソーナノ）,35.71681,139.776399,東京都,台東区上野,東京都台東区上野公園7-20,チゴラス・ソーナノ,https://local.pokemon.jp/img/p/manhole/461c1ae602ab3848aaa395fd03e5fa00_l.png,https://local.pokemon.jp/manhole/desc/172/,172
東京都/台東区上野（ヤジロン・ドーミラー）,35.717715,139.775397,東京都,台東区上野,東京都台東区上野公園13-9,ヤジロン・ドーミラー,https://local.pokemon.jp/img/p/manhole/eb25062c31cfbbbf2e120451b3b76492_l.png,https://local.pokemon.jp/manhole/desc/173/,173
沖縄県/那覇市（ウインディ）,26.21641,127.68942,沖縄県,那覇市,沖縄県那覇市牧志3丁目2,ウインディ,https://local.pokemon.jp/img/p/manhole/38ee8e633d933570a2506d1ceba9290b_l.png,https://local.pokemon.jp/manhole/desc/174/,174
沖縄県/宜野湾市（サニーゴ・ラブカス）,26.28139,127.732215,沖縄県,宜野湾市,沖縄県宜野湾市真志喜4-2-1,サニーゴ・ラブカス,https://local.pokemon.jp/img/p/manhole/130f21e980593ce7e537a81a804a1bc3_l.png,https://local.pokemon.jp/manhole/desc/175/,175
沖縄県/沖縄市（バチンキー・ラランテス）,26.32766,127.803001,沖縄県,沖縄市,沖縄県沖縄市胡屋5-7-1,バチンキー・ラランテス,https://local.pokemon.jp/img/p/manhole/b084912808574bde91de683704e1503d_l.png,https://local.pokemon.jp/manhole/desc/176/,176
沖縄県/うるま市（ケンタロス）,26.436181,127.826113,沖縄県,うるま市,沖縄県うるま市石川2316,ケンタロス,https://local.pokemon.jp/img/p/manhole/1a8c0a85ed3586e6076dac22272185d7_l.png,https://local.pokemon.jp/manhole/desc/177/,177
宮崎県/高原町（ナッシー・ムチュール）,31.907234,130.960187,宮崎県,高原町,宮崎県高原町大字蒲牟田3-251,ナッシー・ムチュール,https://local.pokemon.jp/img/p/manhole/916517348882e6d81c6fd8e163ac8352_l.png,https://local.pokemon.jp/manhole/desc/178/,178
宮崎県/国富町（ゴクリン）,31.988591,131.321916,宮崎県,国富町,宮崎県国富町大字本庄4043-5,ゴクリン,https://local.pokemon.jp/img/p/manhole/73fdb713c9cec2bed36f015248b51725_l.png,https://local.pokemon.jp/manhole/desc/179/,179
宮崎県/綾町（ナッシー・ナマケロ）,31.9989753,131.2537536,宮崎県,綾町,宮崎県綾町大字南俣515番地,ナッシー・ナマケロ,https://local.pokemon.jp/img/p/manhole/ec206a3b8bd4d61296485b207d204370_l.png,https://local.pokemon.jp/manhole/desc/180/,180
宮崎県/西米良村（ゴルーグ）,32.223238,131.16329,宮崎県,西米良村,宮崎県西米良村大字村所260-6,ゴルーグ,https://local.pokemon.jp/img/p/manhole/d8eb6198c178641e316d0936fccd06e0_l.png,https://local.pokemon.jp/manhole/desc/181/,181
宮崎県/諸塚村（ナッシー・レジロック）,32.509811,131.331498,宮崎県,諸塚村,宮崎県諸塚村大字家代2640-18,ナッシー・レジロック,https://local.pokemon.jp/img/p/manhole/4214e59f59260308035a93441400b6fa_l.png,https://local.pokemon.jp/manhole/desc/182/,182
宮崎県/椎葉村（ナッシー・シンボラー）,32.458153,131.153831,宮崎県,椎葉村,宮崎県椎葉村大字下福良1829番地57,ナッシー・シンボラー,https://local.pokemon.jp/img/p/manhole/a612a2a3e3d6d9a6cb7641ce25cfcdb7_l.png,https://local.pokemon.jp/manhole/desc/183/,183
宮崎県/高千穂町（ナッシー・レジギガス）,32.707748,131.305889,宮崎県,高千穂町,宮崎県高千穂町大字三田井1099-1,ナッシー・レジギガス,https://local.pokemon.jp/img/p/manhole/ba1ab8ae9af98b080f9ed1d867cb75c9_l.png,https://local.pokemon.jp/manhole/desc/184/,184
宮崎県/日之影町（ナッシー・レジスチル）,32.660643,131.388639,宮崎県,日之影町,宮崎県日之影町大字七折8705-12,ナッシー・レジスチル,https://local.pokemon.jp/img/p/manhole/dbe8fa0ecdf59974cf1c01b55f7f089b_l.png,https://local.pokemon.jp/manhole/desc/185/,185
宮崎県/五ヶ瀬町（ナッシー・レジアイス）,32.679051,131.210041,宮崎県,五ヶ瀬町,宮崎県五ヶ瀬町三ヶ所9400 Gパーク五ヶ瀬町総合公園内,ナッシー・レジアイス,https://local.pokemon.jp/img/p/manhole/aa92f7d136b868b5252b1fc6994ce947_l.png,https://local.pokemon.jp/manhole/desc/186/,186
北海道/函館市（トゲキッス）,41.755926,140.715684,北海道,函館市,北海道函館市青柳町17,トゲキッス,https://local.pokemon.jp/img/p/manhole/acac72c0b33b4df7f2a735443fc8eacf_l.png,https://local.pokemon.jp/manhole/desc/187/,187
北海道/小樽市,43.195544,140.998285,北海道,小樽市,北海道小樽市稲穂1丁目3番8号,,https://local.pokemon.jp/img/p/manhole/5a324c4217960388cb12d0c412bb2ae5_l.png,https://local.pokemon.jp/manhole/desc/188/,188
北海道/根室市（バリコオル）,43.335936,145.598194,北海道,根室市,北海道根室市牧の内146番地243　明治公園内,バリコオル,https://local.pokemon.jp/img/p/manhole/ef06fc22ce5dae9e3683d8fec4a9f68e_l.png,https://local.pokemon.jp/manhole/desc/189/,189
北海道/登別市（ロコン・キテルグマ）,42.452786,141.180999,北海道,登別市,北海道登別市登別市登別港町１丁目4-9,ロコン・キテルグマ,https://local.pokemon.jp/img/p/manhole/171f0782befe20c0ce34ea9cf2a069ef_l.png,https://local.pokemon.jp/manhole/desc/190/,190
北海道/本別町（ロコン・メタモン）,43.125781,143.613441,北海道,本別町,北海道本別町北3丁目1-2,ロコン・メタモン,https://local.pokemon.jp/img/p/manhole/c196a6a082f5b38bd76fb1a6acb8b999_l.png,https://local.pokemon.jp/manhole/desc/191/,191
北海道/陸別町（カチコール）,43.467701,143.742721,北海道,陸別町,北海道陸別町字陸別原野基線69-1,カチコール,https://local.pokemon.jp/img/p/manhole/3085ebc53a5477aed032335bdc1c5d7e_l.png,https://local.pokemon.jp/manhole/desc/192/,192
北海道/中標津町（ロコン・ワカシャモ）,43.554566,144.969609,北海道,中標津町,北海道中標津町丸山2丁目1番地18,ロコン・ワカシャモ,https://local.pokemon.jp/img/p/manhole/690d084c832f1c94f9c765c47fb5d3b4_l.png,https://local.pokemon.jp/manhole/desc/193/,193
岡山県/倉敷市（ルカリオ）,34.43427,133.81388,岡山県,倉敷市,岡山県倉敷市下津井田之浦1-1,ルカリオ,https://local.pokemon.jp/img/p/manhole/12a7f3eb91387a2de15ce4a4d07b76d9_l.png,https://local.pokemon.jp/manhole/desc/194/,194
岡山県/倉敷市（ポチエナ・アゲハント）,34.59556,133.76888,岡山県,倉敷市,岡山県倉敷市中央2-6-1,ポチエナ・アゲハント,https://local.pokemon.jp/img/p/manhole/0fece4439cad84d032b8b5b1abe4bfbe_l.png,https://local.pokemon.jp/manhole/desc/195/,195
岡山県/倉敷市（サルノリ・ワタシラガ）,34.59274,133.77046,岡山県,倉敷市,岡山県倉敷市中央1-18-1,サルノリ・ワタシラガ,https://local.pokemon.jp/img/p/manhole/bc3943f41c55662b08fff143d35e6001_l.png,https://local.pokemon.jp/manhole/desc/196/,196
岡山県/倉敷市（ケンホロウ）,34.59829,133.77029,岡山県,倉敷市,岡山県倉敷市阿知2丁目17,ケンホロウ,https://local.pokemon.jp/img/p/manhole/57b32929e283717a3c17bf5694ee5331_l.png,https://local.pokemon.jp/manhole/desc/197/,197
福岡県/北九州市（ボスゴドラ）,33.884982,130.876213,福岡県,北九州市,福岡県北九州市小倉北区室町一丁目1　リバーウォーク北九州,ボスゴドラ,https://local.pokemon.jp/img/p/manhole/b13f6216991b853d40f37921b7b1a75c_l.png,https://local.pokemon.jp/manhole/desc/198/,198
福岡県/北九州市（トロッゴン）,33.890528,130.884609,福岡県,北九州市,福岡県北九州市小倉北区浅野三丁目5　あさの汐風公園,トロッゴン,https://local.pokemon.jp/img/p/manhole/19ddba7b284e5f5bc16a8ac6b62776d1_l.png,https://local.pokemon.jp/manhole/desc/199/,199
福岡県/北九州市（ヤミラミ・ジュラルドン）,33.87192,130.807892,福岡県,北九州市,福岡県北九州市八幡東区東田４丁目１１,ヤミラミ・ジュラルドン,https://local.pokemon.jp/img/p/manhole/ffa7e3a05b778ee19eb7e1c648fab1d3_l.png,https://local.pokemon.jp/manhole/desc/200/,200
福岡県/北九州市（サーナイト・ルナトーン）,33.946285,130.964119,福岡県,北九州市,福岡県北九州市門司区港町5　門司港レトロ地区,サーナイト・ルナトーン,https://local.pokemon.jp/img/p/manhole/c61b90c00e7cc84c950a7c030240fc4f_l.png,https://local.pokemon.jp/manhole/desc/201/,201
福岡県/北九州市（トロピウス）,33.957206,130.96161,福岡県,北九州市,福岡県北九州市門司区旧門司二丁目5　ノーフォーク広場,トロピウス,https://local.pokemon.jp/img/p/manhole/8bc29983cee8593f888c394b13b50b06_l.png,https://local.pokemon.jp/manhole/desc/202/,202
兵庫県/淡路市（ルギア）,34.601828,135.009441,兵庫県,淡路市,兵庫県淡路市岩屋1873-1,ルギア,https://local.pokemon.jp/img/p/manhole/3b9a7a603fe46a8c9ca44daa6d465c4e_l.png,https://local.pokemon.jp/manhole/desc/203/,203
